Datum,Gemischtwarenladen,Feiertag,Sonderaktionen,Kundenfrequenz,Beleggröße,Produktverkäufe
23/11/2015,4,NEIN,NEIN,1157,22.60 €,"26,146.77 €"
24/11/2015,4,NEIN,NEIN,1053,29.68 €,"31,247.57 €"
25/11/2015,4,NEIN,NEIN,1047,26.34 €,"27,573.00 €"
26/11/2015,4,NEIN,NEIN,931,25.50 €,"23,736.18 €"
27/11/2015,4,NEIN,NEIN,1190,35.51 €,"42,278.10 €"
28/11/2015,4,NEIN,NEIN,2400,27.67 €,"66,414.33 €"
29/11/2015,4,NEIN,NEIN,0,0.00 €,0.00 €
30/11/2015,4,NEIN,NEIN,848,29.37 €,"24,922.71 €"
01/12/2015,4,NEIN,NEIN,840,26.64 €,"22,393.73 €"
02/12/2015,4,NEIN,NEIN,1047,28.64 €,"29,982.00 €"
03/12/2015,4,NEIN,NEIN,760,30.03 €,"22,817.48 €"
04/12/2015,4,NEIN,NEIN,1735,32.66 €,"56,665.66 €"
05/12/2015,4,NEIN,NEIN,1535,37.27 €,"57,212.91 €"
06/12/2015,4,NEIN,NEIN,0,0.00 €,0.00 €
07/12/2015,4,NEIN,NEIN,1539,21.99 €,"33,829.81 €"
08/12/2015,4,NEIN,NEIN,1300,23.29 €,"30,275.60 €"
09/12/2015,4,NEIN,NEIN,904,21.55 €,"19,486.76 €"
10/12/2015,4,NEIN,NEIN,607,25.55 €,"15,505.74 €"
11/12/2015,4,NEIN,NEIN,1920,30.95 €,"59,431.23 €"
12/12/2015,4,NEIN,NEIN,2844,22.78 €,"64,780.82 €"
13/12/2015,4,NEIN,NEIN,0,0.00 €,0.00 €
14/12/2015,4,NEIN,NEIN,1229,32.64 €,"40,099.06 €"
15/12/2015,4,NEIN,NEIN,820,32.54 €,"26,692.08 €"
16/12/2015,4,NEIN,NEIN,773,27.50 €,"21,249.37 €"
17/12/2015,4,NEIN,NEIN,825,29.33 €,"24,196.09 €"
18/12/2015,4,NEIN,NEIN,4990,14.21 €,"70,915.81 €"
19/12/2015,4,NEIN,NEIN,1892,33.44 €,"63,248.96 €"
20/12/2015,4,NEIN,NEIN,0,0.00 €,0.00 €
21/12/2015,4,NEIN,NEIN,1547,24.26 €,"37,540.09 €"
22/12/2015,4,NEIN,NEIN,1105,25.75 €,"28,460.76 €"
23/12/2015,4,NEIN,JA,1382,30.73 €,"42,478.34 €"
24/12/2015,4,NEIN,JA,720,46.77 €,"33,684.48 €"
25/12/2015,4,JA,NEIN,0,0.00 €,0.00 €
26/12/2015,4,JA,NEIN,0,0.00 €,0.00 €
27/12/2015,4,NEIN,JA,0,0.00 €,0.00 €
28/12/2015,4,NEIN,JA,1944,27.27 €,"53,011.67 €"
29/12/2015,4,NEIN,JA,1600,19.09 €,"30,554.70 €"
30/12/2015,4,NEIN,JA,1385,32.31 €,"44,761.99 €"
31/12/2015,4,NEIN,JA,1087,31.09 €,"33,799.07 €"
01/01/2016,4,JA,NEIN,0,0.00 €,0.00 €
02/01/2016,4,NEIN,JA,2180,35.68 €,"77,779.97 €"
03/01/2016,4,NEIN,JA,0,0.00 €,0.00 €
04/01/2016,4,NEIN,JA,1487,27.78 €,"41,300.91 €"
05/01/2016,4,NEIN,JA,1596,24.61 €,"39,279.76 €"
06/01/2016,4,NEIN,JA,1144,33.20 €,"37,982.48 €"
07/01/2016,4,NEIN,NEIN,1783,11.54 €,"20,574.99 €"
08/01/2016,4,NEIN,NEIN,3146,18.19 €,"57,217.97 €"
09/01/2016,4,NEIN,NEIN,2058,27.67 €,"56,952.10 €"
10/01/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
11/01/2016,4,NEIN,NEIN,1423,19.22 €,"27,343.61 €"
12/01/2016,4,NEIN,NEIN,1251,31.37 €,"39,251.71 €"
13/01/2016,4,NEIN,NEIN,1323,21.86 €,"28,929.70 €"
14/01/2016,4,NEIN,NEIN,1049,32.04 €,"33,624.94 €"
15/01/2016,4,NEIN,NEIN,1634,32.32 €,"52,801.35 €"
16/01/2016,4,NEIN,NEIN,1655,32.95 €,"54,539.33 €"
17/01/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
18/01/2016,4,NEIN,NEIN,1503,18.79 €,"28,253.14 €"
19/01/2016,4,NEIN,NEIN,599,32.80 €,"19,645.56 €"
20/01/2016,4,NEIN,NEIN,1373,21.30 €,"29,254.09 €"
21/01/2016,4,NEIN,NEIN,445,42.29 €,"18,813.57 €"
22/01/2016,4,NEIN,NEIN,2029,27.97 €,"56,731.75 €"
23/01/2016,4,NEIN,NEIN,958,42.66 €,"40,869.88 €"
24/01/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
25/01/2016,4,NEIN,NEIN,1389,22.55 €,"31,319.74 €"
26/01/2016,4,NEIN,NEIN,894,29.28 €,"26,164.57 €"
27/01/2016,4,NEIN,NEIN,1031,28.31 €,"29,192.00 €"
28/01/2016,4,NEIN,NEIN,831,25.02 €,"20,786.86 €"
29/01/2016,4,NEIN,NEIN,1767,29.75 €,"52,577.46 €"
30/01/2016,4,NEIN,NEIN,2897,15.82 €,"45,840.76 €"
31/01/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
01/02/2016,4,NEIN,NEIN,565,52.55 €,"29,703.20 €"
02/02/2016,4,NEIN,NEIN,1072,25.32 €,"27,131.56 €"
03/02/2016,4,NEIN,NEIN,2954,9.78 €,"28,895.45 €"
04/02/2016,4,NEIN,NEIN,1634,14.70 €,"24,021.17 €"
05/02/2016,4,NEIN,NEIN,1368,30.71 €,"41,997.45 €"
06/02/2016,4,NEIN,NEIN,1706,36.38 €,"62,064.14 €"
07/02/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
08/02/2016,4,NEIN,NEIN,952,28.43 €,"27,061.96 €"
09/02/2016,4,NEIN,NEIN,1308,21.64 €,"28,308.23 €"
10/02/2016,4,NEIN,NEIN,839,24.13 €,"20,254.82 €"
11/02/2016,4,NEIN,NEIN,897,33.63 €,"30,170.65 €"
12/02/2016,4,NEIN,NEIN,1932,32.64 €,"63,061.16 €"
13/02/2016,4,NEIN,NEIN,2267,27.36 €,"62,032.75 €"
14/02/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
15/02/2016,4,NEIN,NEIN,882,34.30 €,"30,237.30 €"
16/02/2016,4,NEIN,NEIN,737,37.48 €,"27,609.77 €"
17/02/2016,4,NEIN,NEIN,485,27.66 €,"13,402.72 €"
18/02/2016,4,NEIN,NEIN,719,30.65 €,"22,048.26 €"
19/02/2016,4,NEIN,NEIN,2662,25.07 €,"66,737.93 €"
20/02/2016,4,NEIN,NEIN,2120,29.49 €,"62,514.75 €"
21/02/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
22/02/2016,4,NEIN,NEIN,1231,29.01 €,"35,719.19 €"
23/02/2016,4,NEIN,NEIN,1603,21.50 €,"34,461.25 €"
24/02/2016,4,NEIN,NEIN,919,34.19 €,"31,424.86 €"
25/02/2016,4,NEIN,NEIN,915,26.99 €,"24,680.77 €"
26/02/2016,4,NEIN,NEIN,6179,10.42 €,"64,379.55 €"
27/02/2016,4,NEIN,NEIN,2447,23.03 €,"56,352.52 €"
28/02/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
29/02/2016,4,NEIN,NEIN,924,33.69 €,"31,146.25 €"
01/03/2016,4,NEIN,NEIN,1146,28.78 €,"32,975.66 €"
02/03/2016,4,NEIN,NEIN,1439,22.08 €,"31,778.23 €"
03/03/2016,4,NEIN,NEIN,892,22.81 €,"20,351.57 €"
04/03/2016,4,NEIN,NEIN,2266,28.91 €,"65,504.61 €"
05/03/2016,4,NEIN,NEIN,1487,35.22 €,"52,364.70 €"
06/03/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
07/03/2016,4,NEIN,NEIN,2818,8.72 €,"24,581.88 €"
08/03/2016,4,NEIN,NEIN,1285,15.65 €,"20,108.65 €"
09/03/2016,4,NEIN,NEIN,1955,14.96 €,"29,254.21 €"
10/03/2016,4,NEIN,NEIN,862,29.50 €,"25,426.90 €"
11/03/2016,4,NEIN,NEIN,2287,25.76 €,"58,926.27 €"
12/03/2016,4,NEIN,NEIN,3118,22.96 €,"71,570.07 €"
13/03/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
14/03/2016,4,NEIN,NEIN,1014,36.23 €,"36,755.37 €"
15/03/2016,4,NEIN,NEIN,914,26.32 €,"24,059.22 €"
16/03/2016,4,NEIN,NEIN,1121,24.90 €,"27,919.24 €"
17/03/2016,4,NEIN,NEIN,683,44.27 €,"30,225.05 €"
18/03/2016,4,NEIN,NEIN,1834,32.01 €,"58,699.68 €"
19/03/2016,4,NEIN,NEIN,1751,29.74 €,"52,075.02 €"
20/03/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
21/03/2016,4,NEIN,JA,2544,17.45 €,"44,387.10 €"
22/03/2016,4,NEIN,JA,2718,16.18 €,"43,963.01 €"
23/03/2016,4,NEIN,JA,1775,20.69 €,"36,719.54 €"
24/03/2016,4,NEIN,JA,1468,19.93 €,"29,249.01 €"
25/03/2016,4,JA,NEIN,0,0.00 €,0.00 €
26/03/2016,4,NEIN,JA,4977,22.48 €,"111,868.64 €"
27/03/2016,4,NEIN,JA,0,0.00 €,0.00 €
28/03/2016,4,JA,NEIN,0,0.00 €,0.00 €
29/03/2016,4,NEIN,JA,1645,33.49 €,"55,087.15 €"
30/03/2016,4,NEIN,JA,898,41.55 €,"37,296.93 €"
31/03/2016,4,NEIN,JA,1144,34.01 €,"38,902.82 €"
01/04/2016,4,NEIN,JA,3117,32.38 €,"100,938.07 €"
02/04/2016,4,NEIN,JA,1885,43.59 €,"82,176.96 €"
03/04/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
04/04/2016,4,NEIN,NEIN,3357,11.11 €,"37,299.32 €"
05/04/2016,4,NEIN,NEIN,900,25.46 €,"22,913.86 €"
06/04/2016,4,NEIN,NEIN,1080,20.24 €,"21,846.87 €"
07/04/2016,4,NEIN,NEIN,661,29.74 €,"19,660.34 €"
08/04/2016,4,NEIN,NEIN,3908,15.44 €,"60,337.09 €"
09/04/2016,4,NEIN,NEIN,2432,19.27 €,"46,859.40 €"
10/04/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
11/04/2016,4,NEIN,NEIN,1774,27.31 €,"48,435.44 €"
12/04/2016,4,NEIN,NEIN,997,32.44 €,"32,351.39 €"
13/04/2016,4,NEIN,NEIN,998,29.93 €,"29,869.11 €"
14/04/2016,4,NEIN,NEIN,862,29.19 €,"25,170.76 €"
15/04/2016,4,NEIN,NEIN,1368,37.01 €,"50,636.05 €"
16/04/2016,4,NEIN,NEIN,1889,36.08 €,"68,148.06 €"
17/04/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
18/04/2016,4,NEIN,NEIN,1099,27.32 €,"30,021.94 €"
19/04/2016,4,NEIN,NEIN,1177,30.04 €,"35,353.75 €"
20/04/2016,4,NEIN,NEIN,1125,14.88 €,"16,735.02 €"
21/04/2016,4,NEIN,NEIN,678,36.51 €,"24,762.07 €"
22/04/2016,4,NEIN,NEIN,2882,18.64 €,"53,712.53 €"
23/04/2016,4,NEIN,NEIN,2194,23.68 €,"51,954.62 €"
24/04/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
25/04/2016,4,NEIN,NEIN,917,32.24 €,"29,569.06 €"
26/04/2016,4,NEIN,NEIN,1043,32.11 €,"33,477.70 €"
27/04/2016,4,NEIN,NEIN,691,29.51 €,"20,386.69 €"
28/04/2016,4,NEIN,NEIN,1019,18.85 €,"19,214.80 €"
29/04/2016,4,NEIN,NEIN,2526,23.81 €,"60,146.20 €"
30/04/2016,4,NEIN,NEIN,1974,31.79 €,"62,756.83 €"
01/05/2016,4,JA,JA,0,0.00 €,0.00 €
02/05/2016,4,NEIN,NEIN,716,37.94 €,"27,181.06 €"
03/05/2016,4,NEIN,NEIN,942,21.77 €,"20,507.41 €"
04/05/2016,4,NEIN,NEIN,1023,21.87 €,"22,368.12 €"
05/05/2016,4,JA,JA,0,0.00 €,0.00 €
06/05/2016,4,NEIN,NEIN,2676,19.79 €,"52,957.24 €"
07/05/2016,4,NEIN,NEIN,2020,30.90 €,"62,399.43 €"
08/05/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
09/05/2016,4,NEIN,NEIN,1103,28.14 €,"31,054.99 €"
10/05/2016,4,NEIN,NEIN,916,35.14 €,"32,208.01 €"
11/05/2016,4,NEIN,NEIN,1166,26.05 €,"30,382.65 €"
12/05/2016,4,NEIN,NEIN,1342,22.80 €,"30,582.66 €"
13/05/2016,4,NEIN,NEIN,1414,37.57 €,"53,113.77 €"
14/05/2016,4,NEIN,NEIN,1760,34.29 €,"60,334.20 €"
15/05/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
16/05/2016,4,JA,JA,0,0.00 €,0.00 €
17/05/2016,4,NEIN,JA,1718,26.68 €,"45,826.67 €"
18/05/2016,4,NEIN,NEIN,1409,24.58 €,"34,635.96 €"
19/05/2016,4,NEIN,NEIN,922,31.95 €,"29,468.16 €"
20/05/2016,4,NEIN,NEIN,2025,22.77 €,"46,114.91 €"
21/05/2016,4,NEIN,NEIN,1458,37.22 €,"54,283.62 €"
22/05/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
23/05/2016,4,NEIN,NEIN,925,25.42 €,"23,512.20 €"
24/05/2016,4,NEIN,NEIN,848,27.93 €,"23,681.70 €"
25/05/2016,4,NEIN,NEIN,1363,21.02 €,"28,638.19 €"
26/05/2016,4,JA,JA,0,0.00 €,0.00 €
27/05/2016,4,NEIN,NEIN,1827,30.98 €,"56,612.89 €"
28/05/2016,4,NEIN,NEIN,1350,35.35 €,"47,726.27 €"
29/05/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
30/05/2016,4,NEIN,NEIN,597,39.05 €,"23,324.10 €"
31/05/2016,4,NEIN,NEIN,2221,11.19 €,"24,849.86 €"
01/06/2016,4,NEIN,NEIN,1595,16.34 €,"26,054.54 €"
02/06/2016,4,NEIN,NEIN,459,35.84 €,"16,459.14 €"
03/06/2016,4,NEIN,NEIN,1550,30.74 €,"47,649.89 €"
04/06/2016,4,NEIN,NEIN,3103,22.89 €,"71,049.54 €"
05/06/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
06/06/2016,4,NEIN,NEIN,771,44.81 €,"34,554.50 €"
07/06/2016,4,NEIN,NEIN,3222,9.90 €,"31,908.81 €"
08/06/2016,4,NEIN,NEIN,967,27.89 €,"26,968.61 €"
09/06/2016,4,NEIN,NEIN,434,38.61 €,"16,754.03 €"
10/06/2016,4,NEIN,NEIN,1624,34.41 €,"55,892.03 €"
11/06/2016,4,NEIN,NEIN,3009,24.16 €,"72,680.37 €"
12/06/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
13/06/2016,4,NEIN,NEIN,1409,25.52 €,"35,946.09 €"
14/06/2016,4,NEIN,NEIN,1365,19.58 €,"26,728.03 €"
15/06/2016,4,NEIN,NEIN,1153,28.58 €,"32,954.10 €"
16/06/2016,4,NEIN,NEIN,1812,17.37 €,"31,462.95 €"
17/06/2016,4,NEIN,NEIN,4270,10.81 €,"46,180.06 €"
18/06/2016,4,NEIN,NEIN,2095,29.05 €,"60,869.90 €"
19/06/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
20/06/2016,4,NEIN,NEIN,827,22.67 €,"18,740.39 €"
21/06/2016,4,NEIN,NEIN,629,36.24 €,"22,812.28 €"
22/06/2016,4,NEIN,NEIN,2060,14.70 €,"30,280.63 €"
23/06/2016,4,NEIN,NEIN,507,45.50 €,"23,083.84 €"
24/06/2016,4,NEIN,NEIN,2294,21.11 €,"48,422.81 €"
25/06/2016,4,NEIN,NEIN,2453,23.59 €,"57,849.73 €"
26/06/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
27/06/2016,4,NEIN,NEIN,1119,23.43 €,"26,232.08 €"
28/06/2016,4,NEIN,NEIN,684,37.75 €,"25,827.52 €"
29/06/2016,4,NEIN,NEIN,853,27.49 €,"23,455.66 €"
30/06/2016,4,NEIN,NEIN,797,24.66 €,"19,665.79 €"
01/07/2016,4,NEIN,NEIN,2299,24.76 €,"56,907.89 €"
02/07/2016,4,NEIN,NEIN,2712,21.30 €,"57,769.95 €"
03/07/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
04/07/2016,4,NEIN,NEIN,1232,24.03 €,"29,607.92 €"
05/07/2016,4,NEIN,NEIN,832,27.66 €,"23,013.63 €"
06/07/2016,4,NEIN,NEIN,762,28.44 €,"21,657.50 €"
07/07/2016,4,NEIN,NEIN,939,22.05 €,"20,706.11 €"
08/07/2016,4,NEIN,NEIN,1547,34.49 €,"53,358.22 €"
09/07/2016,4,NEIN,NEIN,3255,19.66 €,"64,000.53 €"
10/07/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
11/07/2016,4,NEIN,JA,2156,27.97 €,"60,302.21 €"
12/07/2016,4,NEIN,JA,1485,35.05 €,"52,046.66 €"
13/07/2016,4,NEIN,JA,1889,25.89 €,"48,902.31 €"
14/07/2016,4,NEIN,JA,903,33.35 €,"30,106.54 €"
15/07/2016,4,NEIN,JA,4188,19.28 €,"80,738.21 €"
16/07/2016,4,NEIN,JA,4377,20.36 €,"89,122.25 €"
17/07/2016,4,NEIN,JA,0,0.00 €,0.00 €
18/07/2016,4,NEIN,JA,1755,28.28 €,"49,622.67 €"
19/07/2016,4,NEIN,JA,2342,23.69 €,"55,484.18 €"
20/07/2016,4,NEIN,JA,1272,28.71 €,"36,515.00 €"
21/07/2016,4,NEIN,JA,681,25.92 €,"17,662.00 €"
22/07/2016,4,NEIN,JA,2473,28.80 €,"71,216.01 €"
23/07/2016,4,NEIN,JA,10245,6.35 €,"65,085.52 €"
24/07/2016,4,NEIN,JA,0,0.00 €,0.00 €
25/07/2016,4,NEIN,JA,2890,18.08 €,"52,255.84 €"
26/07/2016,4,NEIN,JA,2214,20.11 €,"44,531.79 €"
27/07/2016,4,NEIN,JA,1792,29.39 €,"52,686.55 €"
28/07/2016,4,NEIN,JA,1267,30.80 €,"39,019.55 €"
29/07/2016,4,NEIN,JA,3924,20.45 €,"80,228.17 €"
30/07/2016,4,NEIN,JA,3507,23.45 €,"82,231.68 €"
31/07/2016,4,NEIN,JA,0,0.00 €,0.00 €
01/08/2016,4,NEIN,JA,2659,15.29 €,"40,653.69 €"
02/08/2016,4,NEIN,JA,1857,25.07 €,"46,543.49 €"
03/08/2016,4,NEIN,JA,979,35.31 €,"34,554.09 €"
04/08/2016,4,NEIN,JA,1059,27.86 €,"29,504.81 €"
05/08/2016,4,NEIN,JA,2858,31.84 €,"91,014.58 €"
06/08/2016,4,NEIN,JA,4708,14.65 €,"68,990.00 €"
07/08/2016,4,NEIN,JA,0,0.00 €,0.00 €
08/08/2016,4,NEIN,JA,1167,39.72 €,"46,366.86 €"
09/08/2016,4,NEIN,JA,1995,16.62 €,"33,155.23 €"
10/08/2016,4,NEIN,JA,465,41.01 €,"19,051.45 €"
11/08/2016,4,NEIN,JA,2018,22.56 €,"45,525.35 €"
12/08/2016,4,NEIN,JA,3554,24.45 €,"86,895.37 €"
13/08/2016,4,NEIN,JA,2450,28.44 €,"69,697.56 €"
14/08/2016,4,NEIN,JA,0,0.00 €,0.00 €
15/08/2016,4,NEIN,JA,3010,15.29 €,"46,037.44 €"
16/08/2016,4,NEIN,JA,1402,26.87 €,"37,671.17 €"
17/08/2016,4,NEIN,JA,1807,23.35 €,"42,196.48 €"
18/08/2016,4,NEIN,JA,805,35.57 €,"28,634.57 €"
19/08/2016,4,NEIN,JA,2732,31.01 €,"84,720.57 €"
20/08/2016,4,NEIN,JA,3617,20.08 €,"72,630.93 €"
21/08/2016,4,NEIN,JA,0,0.00 €,0.00 €
22/08/2016,4,NEIN,JA,5878,9.64 €,"56,652.78 €"
23/08/2016,4,NEIN,JA,2255,19.23 €,"43,363.64 €"
24/08/2016,4,NEIN,NEIN,1116,22.06 €,"24,605.04 €"
25/08/2016,4,NEIN,NEIN,1028,24.11 €,"24,795.10 €"
26/08/2016,4,NEIN,NEIN,2104,26.09 €,"54,888.12 €"
27/08/2016,4,NEIN,NEIN,6732,10.39 €,"69,928.96 €"
28/08/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
29/08/2016,4,NEIN,NEIN,707,34.22 €,"24,200.51 €"
30/08/2016,4,NEIN,NEIN,1033,34.44 €,"35,556.11 €"
31/08/2016,4,NEIN,NEIN,691,29.48 €,"20,355.94 €"
01/09/2016,4,NEIN,NEIN,1651,21.93 €,"36,209.19 €"
02/09/2016,4,NEIN,NEIN,1960,25.82 €,"50,616.99 €"
03/09/2016,4,NEIN,NEIN,2103,28.61 €,"60,177.84 €"
04/09/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
05/09/2016,4,NEIN,NEIN,1111,20.64 €,"22,939.74 €"
06/09/2016,4,NEIN,NEIN,1350,22.59 €,"30,504.00 €"
07/09/2016,4,NEIN,NEIN,609,37.46 €,"22,825.04 €"
08/09/2016,4,NEIN,NEIN,608,32.15 €,"19,552.34 €"
09/09/2016,4,NEIN,NEIN,1841,27.63 €,"50,858.96 €"
10/09/2016,4,NEIN,NEIN,1435,32.77 €,"47,022.45 €"
11/09/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
12/09/2016,4,NEIN,NEIN,1002,32.62 €,"32,699.55 €"
13/09/2016,4,NEIN,NEIN,1447,25.64 €,"37,097.11 €"
14/09/2016,4,NEIN,NEIN,825,30.64 €,"25,274.71 €"
15/09/2016,4,NEIN,NEIN,826,23.56 €,"19,453.91 €"
16/09/2016,4,NEIN,NEIN,2179,21.49 €,"46,823.95 €"
17/09/2016,4,NEIN,NEIN,2053,22.06 €,"45,300.79 €"
18/09/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
19/09/2016,4,NEIN,NEIN,1541,20.40 €,"31,441.21 €"
20/09/2016,4,NEIN,NEIN,1096,25.63 €,"28,089.65 €"
21/09/2016,4,NEIN,NEIN,1239,27.69 €,"34,298.61 €"
22/09/2016,4,NEIN,NEIN,610,34.95 €,"21,329.13 €"
23/09/2016,4,NEIN,NEIN,1752,34.58 €,"60,588.16 €"
24/09/2016,4,NEIN,NEIN,2276,27.54 €,"62,675.18 €"
25/09/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
26/09/2016,4,NEIN,NEIN,3182,7.74 €,"24,624.60 €"
27/09/2016,4,NEIN,NEIN,1393,24.41 €,"34,008.84 €"
28/09/2016,4,NEIN,NEIN,1506,17.99 €,"27,094.21 €"
29/09/2016,4,NEIN,NEIN,1025,27.51 €,"28,189.34 €"
30/09/2016,4,NEIN,NEIN,1870,28.45 €,"53,199.24 €"
01/10/2016,4,NEIN,NEIN,3200,21.42 €,"68,552.48 €"
02/10/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
03/10/2016,4,JA,JA,0,0.00 €,0.00 €
04/10/2016,4,NEIN,NEIN,1135,27.41 €,"31,108.43 €"
05/10/2016,4,NEIN,NEIN,1066,28.08 €,"29,932.18 €"
06/10/2016,4,NEIN,NEIN,868,32.76 €,"28,437.97 €"
07/10/2016,4,NEIN,NEIN,1870,24.49 €,"45,807.75 €"
08/10/2016,4,NEIN,NEIN,2176,31.63 €,"68,815.58 €"
09/10/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
10/10/2016,4,NEIN,JA,1048,31.73 €,"33,259.18 €"
11/10/2016,4,NEIN,JA,2222,23.51 €,"52,237.87 €"
12/10/2016,4,NEIN,JA,1448,28.92 €,"41,874.53 €"
13/10/2016,4,NEIN,JA,1163,29.11 €,"33,849.35 €"
14/10/2016,4,NEIN,JA,5837,14.94 €,"87,226.31 €"
15/10/2016,4,NEIN,JA,2734,27.49 €,"75,152.37 €"
16/10/2016,4,NEIN,JA,0,0.00 €,0.00 €
17/10/2016,4,NEIN,JA,1645,25.66 €,"42,219.10 €"
18/10/2016,4,NEIN,JA,2538,14.75 €,"37,426.05 €"
19/10/2016,4,NEIN,JA,1576,30.15 €,"47,497.39 €"
20/10/2016,4,NEIN,JA,1518,27.05 €,"41,059.95 €"
21/10/2016,4,NEIN,JA,2578,30.63 €,"78,980.94 €"
22/10/2016,4,NEIN,NEIN,1685,35.40 €,"59,643.03 €"
23/10/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
24/10/2016,4,NEIN,NEIN,928,31.30 €,"29,061.01 €"
25/10/2016,4,NEIN,NEIN,857,20.40 €,"17,492.01 €"
26/10/2016,4,NEIN,NEIN,970,33.03 €,"32,034.59 €"
27/10/2016,4,NEIN,NEIN,641,31.27 €,"20,039.49 €"
28/10/2016,4,NEIN,NEIN,1587,36.78 €,"58,365.33 €"
29/10/2016,4,NEIN,NEIN,2786,20.57 €,"57,289.64 €"
30/10/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
31/10/2016,4,NEIN,NEIN,1290,28.03 €,"36,160.47 €"
01/11/2016,4,JA,JA,0,0.00 €,0.00 €
02/11/2016,4,NEIN,NEIN,1038,32.02 €,"33,231.17 €"
03/11/2016,4,NEIN,NEIN,1082,32.50 €,"35,173.09 €"
04/11/2016,4,NEIN,NEIN,2237,24.97 €,"55,846.84 €"
05/11/2016,4,NEIN,NEIN,2924,22.19 €,"64,890.47 €"
06/11/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
07/11/2016,4,NEIN,NEIN,1635,19.38 €,"31,684.93 €"
08/11/2016,4,NEIN,NEIN,1807,20.12 €,"36,365.81 €"
09/11/2016,4,NEIN,NEIN,876,32.62 €,"28,591.14 €"
10/11/2016,4,NEIN,NEIN,920,25.71 €,"23,651.14 €"
11/11/2016,4,NEIN,NEIN,1757,33.18 €,"58,311.25 €"
12/11/2016,4,NEIN,NEIN,5826,10.79 €,"62,848.39 €"
13/11/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
14/11/2016,4,NEIN,NEIN,1343,24.36 €,"32,725.91 €"
15/11/2016,4,NEIN,NEIN,1256,33.71 €,"42,320.26 €"
16/11/2016,4,NEIN,NEIN,899,37.33 €,"33,576.37 €"
17/11/2016,4,NEIN,NEIN,921,23.17 €,"21,348.10 €"
18/11/2016,4,NEIN,NEIN,1407,45.11 €,"63,464.84 €"
19/11/2016,4,NEIN,NEIN,2128,31.86 €,"67,799.33 €"
20/11/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
21/11/2016,4,NEIN,NEIN,1594,20.01 €,"31,887.60 €"
22/11/2016,4,NEIN,NEIN,1272,26.47 €,"33,667.65 €"
23/11/2016,4,NEIN,NEIN,1714,20.89 €,"35,795.54 €"
24/11/2016,4,NEIN,NEIN,783,17.76 €,"13,907.57 €"
25/11/2016,4,NEIN,NEIN,2128,30.31 €,"64,481.79 €"
26/11/2016,4,NEIN,NEIN,2857,20.30 €,"57,997.48 €"
27/11/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
28/11/2016,4,NEIN,NEIN,1390,26.73 €,"37,143.71 €"
29/11/2016,4,NEIN,NEIN,916,26.60 €,"24,358.74 €"
30/11/2016,4,NEIN,NEIN,1106,28.82 €,"31,868.43 €"
01/12/2016,4,NEIN,NEIN,1148,25.57 €,"29,350.90 €"
02/12/2016,4,NEIN,NEIN,1971,21.02 €,"41,427.74 €"
03/12/2016,4,NEIN,NEIN,4328,14.09 €,"60,957.68 €"
04/12/2016,4,NEIN,NEIN,0,0.00 €,0.00 €
05/12/2016,4,NEIN,NEIN,938,30.10 €,"28,228.69 €"
06/12/2016,4,NEIN,NEIN,654,33.09 €,"21,629.33 €"
07/12/2016,4,NEIN,NEIN,675,37.56 €,"25,352.83 €"
08/12/2016,4,NEIN,NEIN,1382,18.53 €,"25,594.35 €"
